"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-05","4.03","0.18",,"0.0","5.9",,"53","18",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-06","18.12","0.35",,"0.0","0.0",,"60","13",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-07","18.79","0.00",,"0.0","0.0",,"13","4",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-08","7.61","0.00",,"0.0","0.0",,"26","10",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-09","3.58","0.00",,"0.0","0.0",,"35","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-10","3.80","0.42",,"0.0","0.0",,"37","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-11","9.62","0.76",,"0.0","0.0",,"61","36",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-12","12.53","0.01",,"0.0","0.0",,"52","33",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-13","6.04","0.00",,"0.0","0.0",,"57","28",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-14","6.71","0.17",,"0.0","0.0",,"51","37",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-15","5.14","0.00",,"0.0","0.0",,"48","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-16","6.93","0.00",,"0.0","0.0",,"39","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-17","3.58","0.00",,"0.0","0.0",,"45","25",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-18","12.53","0.00",,"0.0","0.0",,"39","23",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-19","10.51","0.00",,"0.0","0.0",,"42","21",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-20","11.63","0.00",,"0.0","0.0",,"51","33",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-21","14.99","0.70",,"13.5","0.0",,"38","14",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-22","14.09","0.01",,"0.0","13.0",,"16","4",,,,,,,,,,"    1",,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-23","11.63","0.00",,"0.0","11.8",,"22","8",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-24","11.63","0.00",,"0.0","7.9",,"19","8",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-25","13.87","0.15",,"2.0","5.9",,"27","19",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-26","8.50","0.03",,"0.4","7.1",,"31","15",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-27","11.86","0.00",,"0.0","5.9",,"46","21",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-28","10.07","0.00",,"0.0","3.1",,"21","12",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-29","10.51","0.07",,"1.0","3.1",,"21","12",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-30","4.47","0.00",,"0.0","3.1",,"28","10",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-01-31","3.80","0.00",,"0.0","3.1",,"46","20",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-01","2.24","0.00",,"0.0","1.2",,"48","30",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-02","3.80","0.00",,"0.0","0.0",,"53","29",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-03","10.74","1.15",,"3.5","0.0",,"45","31",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-04","5.82","0.01",,"0.0","3.1",,"35","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-05","10.96","1.43",,"0.0","3.1",,"38","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-06","10.51","0.00",,"0.0","2.0",,"32","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-07","6.93","0.00",,"0.0","2.0",,"35","22",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-08","4.47","0.00",,"0.0","1.2",,"30","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-09","5.37","0.15",,"2.7","1.2",,"31","22",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-10","9.84","0.00",,"0.0","3.1",,"29","18",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-11","9.40","0.00",,"0.0","2.0",,"27","16",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-12","8.72","0.05",,"0.4","1.2",,"27","12",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-13","19.46","1.25",,"10.4","9.1",,"36","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-14","14.32","0.21",,"0.7","9.8",,"44","31",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-15","12.75","0.10",,"0.6","7.1",,"37","29",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-16","11.86","0.00",,"0.0","5.9",,"30","21",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-17","6.71","0.00",,"0.0","5.9",,"34","19",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-18","6.04","0.21",,"3.0","9.1",,"45","26",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-19","5.37","0.36",,"0.0","5.1",,"46","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-20","5.14","0.00",,"0.0","3.1",,"52","29",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-21","7.38","0.11",,"0.0","1.2",,"63","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-22","10.07","0.00",,"0.0","0.0",,"59","31",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-23","6.49","0.00",,"0.0","0.0",,"57","38",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-24","14.32","0.00",,"0.0","0.0",,"40","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-25","9.62","0.00",,"0.0","0.0",,"35","26",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-26","10.51","0.09",,"1.1","0.0",,"33","20",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-27","14.32","0.00",,"0.0","0.0",,"35","16",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-02-28","7.16","0.00",,"0.0","0.0",,"26","10",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-01","4.03","0.00",,"0.0","0.0",,"40","17",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-02","4.70","0.04",,"0.0","0.0",,"42","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-03","11.41","0.34",,"3.4","2.0",,"34","16",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-04","5.37","0.00",,"0.0","3.1",,"29","12",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-05","7.61","0.00",,"0.0","3.1",,"42","19",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-06","11.41","0.00",,"0.0","0.0",,"34","21",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-07","10.96","0.00",,"0.0","0.0",,"40","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-08","9.17","0.00",,"0.0","0.0",,"58","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-09","10.74","0.01",,"0.0","0.0",,"48","38",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-10","9.17","0.00",,"0.0","0.0",,"56","36",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-11","6.93","0.00",,"0.0","0.0",,"65","38",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-12","12.97","0.28",,"0.0","0.0",,"69","28",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-13","21.92","0.00",,"0.0","0.0",,"33","21",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-14","11.63","0.00",,"0.0","0.0",,"51","24",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-15","14.76","0.00",,"0.0","0.0",,"63","45",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-16","11.41","0.00",,"0.0","0.0",,"45","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-17","10.74","0.23",,"4.7","5.1",,"32","23",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-18","10.96","0.00",,"0.0","3.1",,"46","30",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-19","8.50","0.67",,"0.0","0.0",,"48","35",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-20","13.42","0.00",,"0.0","0.0",,"56","38",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-21","10.07","0.00",,"0.0","0.0",,"55","34",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-22","9.84","0.00",,"0.0","0.0",,"68","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-23","11.86","0.00",,"0.0","0.0",,"49","29",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-24","10.74","0.00",,"0.0","0.0",,"36","23",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-25","6.71","0.01",,"0.4","0.0",,"40","26",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-26","18.79","0.00",,"0.0","0.0",,"37","28",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-27","8.28","0.00",,"0.0","0.0",,"45","23",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-28","13.20","0.02",,"0.0","0.0",,"65","36",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-29","10.29","1.72",,"0.0","0.0",,"55","45",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-30","15.21","0.90",,"0.0","0.0",,"49","38",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-03-31","17.22","0.01",,"0.0","0.0",,"60","37",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-01","6.04","0.00",,"0.0","0.0","49","61","37",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-02","3.80","0.00",,"0.0","0.0","49","61","41",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-03","5.82","0.05",,"0.0","0.0","57","66","45",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-04","12.75","0.02",,"0.0","0.0","48","51","44",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-05","13.42","0.00",,"0.0","0.0","49","56","42",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-06","6.71","0.00",,"0.0","0.0","47","59","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-07","8.05","0.38",,"0.0","0.0","46","53","37",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-08","14.32","0.17",,"0.0","0.0","58","66","49",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-09","10.51","0.00",,"0.0","0.0","54","66","42",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-10","9.84","0.00",,"0.0","0.0","55","68","40",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-11","8.95","0.00",,"0.0","0.0","63","79","53",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-12","6.49","0.00",,"0.0","0.0","63","73","54",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-13","10.51","0.00",,"0.0","0.0","65","82","51",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-14","16.78","0.00",,"0.0","0.0","70","79","62",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-15","17.67","0.76",,"0.0","0.0","65","69","37",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-16","14.76","0.00",,"0.0","0.0","40","49","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-17","10.07","0.00",,"0.0","0.0","45","53","37",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-18","6.04","0.00",,"0.0","0.0","44","55","39",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-19","5.82","0.00",,"0.0","0.0","54","68","42",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-20","10.74","0.00",,"0.0","0.0","54","60","41",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-21","6.04","0.00",,"0.0","0.0","52","69","39",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-22","10.51","0.00",,"0.0","0.0","60","76","48",,,,"    1",,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-23","19.91","0.00",,"0.0","0.0","56","61","47",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-24","13.65","0.00",,"0.0","0.0","52","64","41",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-25","7.16","0.49",,"0.0","0.0","56","67","43",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-26","10.74","0.01",,"0.0","0.0","57","72","48",,"    1",,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-27","11.86","0.00",,"0.0","0.0","56","63","46",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-28","6.49","0.00",,"0.0","0.0","55","64","44",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-29","17.00","0.39",,"0.0","0.0","50","50","45",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-04-30","12.53","4.42",,"0.0","0.0","47","65","44",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-01","9.40","0.04",,"0.0","0.0","67","79","62",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-02","9.62","0.00",,"0.0","0.0","64","69","56",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-03","6.04","0.09",,"0.0","0.0","62","70","51",,,,"    1",,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-04","12.30","0.00",,"0.0","0.0","58","66","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-05","11.18","0.00",,"0.0","0.0","59","69","49",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-06","7.61","0.00",,"0.0","0.0","62","73","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-07","5.59","0.00",,"0.0","0.0","60","66","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-08","6.93","0.03",,"0.0","0.0","60","70","55",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-09","6.04","0.00",,"0.0","0.0","63","77","57",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-10","10.51","0.10",,"0.0","0.0","70","84","62",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-11","8.95","0.00",,"0.0","0.0","70","78","60",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-12","6.93","0.00",,"0.0","0.0","72","86","58",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-13","8.72","0.00",,"0.0","0.0","71","76","54",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-14","7.83","0.00",,"0.0","0.0","60","71","54",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-15","10.74","0.00",,"0.0","0.0","69","83","60",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-16","12.08","1.57",,"0.0","0.0","70","71","59",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-17","8.28","0.00",,"0.0","0.0","61","69","53",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-18","8.50","0.00",,"0.0","0.0","60","68","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-19","8.50","0.00",,"0.0","0.0","61","74","49",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2014-05-20","8.28","0.00",,"0.0","0.0","67","77","54",,,,,,,,,,,,,,,,,,,
